Deskripsi,Judul,Link Berita,Tanggal Terbit
Bank Indonesia telah membantah adanya keterlibatan dalam mendukung lomba tersebut.,Penipuan Bank Indonesia Dukung Lomba Menggambar dan Melukis Online,https://turnbackhoax.id/2024/11/21/penipuan-bank-indonesia-dukung-lomba-menggambar-dan-melukis-online/,2024/11/21
"Audio dalam unggahan merupakan hasil rekayasa kecerdasan buatan (artificial intelligence/AI), probabilitasnya mencapai 96,6%.",Penipuan Menkomdigi Meutya Hafid Mau Bagi-bagi Rp20 dari Gaji Menteri,https://turnbackhoax.id/2024/11/20/penipuan-menkomdigi-meutya-hafid-mau-bagi-bagi-rp20-dari-gajian-menteri/,2024-11-20
Konten merupakan potongan dokumentasi momen pelatih Timnas Arab Saudi memberikan pidato saat melawan Argentina di Piala Dunia 2022,Salah Video Suasana Ruang Ganti Timnas Arab Saudi Usai Kalah dari Indonesia,https://turnbackhoax.id/2024/11/20/salah-video-suasana-ruang-ganti-timnas-arab-saudi-usai-kalah-dari-indonesia/,2024-11-20
"Hasil deteksi Hive Moderation menunjukkan audio dalam video yang beredar merupakan hasil rekayasa AI, probabilitasnya 99,8 persen.",Penipuan Cagub Jatim Khofifah Bagi-bagi Uang Puluhan Juta,https://turnbackhoax.id/2024/11/20/penipuan-cagub-jatim-khofifah-bagi-bagi-uang-puluhan-juta/,2024-11-20
Audio dalam konten yang beredar adalah hasil rekayasa AI dengan probabilitas 98 persen.,Penipuan Mamah Dedeh Mau Kasih Bantuan Rp35 Juta,https://turnbackhoax.id/2024/11/20/penipuan-mamah-dedeh-mau-kasih-bantuan-rp35-juta/,2024-11-20
Tidak ada pemberitaan dari media kredibel yang membenarkan klaim tersebut.,Salah Menko Pangan Zulkifli Hasan Ditangkap Buntut Kasus Impor Gula,https://turnbackhoax.id/2024/11/20/salah-menko-pangan-zulkifli-hasan-ditangkap-buntut-kasus-impor-gula/,2024-11-20
"Penagihan pajak kendaraan bermotor ke rumah itu tidak berlaku serentak di seluruh Indonesia, tergantung masing-masing pemerintah daerah.",Salah Kebijakan Baru Petugas Samsat Datangi Rumah Penunggak Pajak,https://turnbackhoax.id/2024/11/20/salah-kebijakan-baru-petugas-samsat-datangi-rumah-penunggak-pajak/,2024-11-20
Informasi mengenai loker dan besaran gaji yang dicantumkan dalam unggahan tersebut tidak sesuai dengan yang ada di laman resmi kcic.co.id.,Penipuan Lowongan Kerja Berbagai Posisi di Kantor Whoosh Tawarkan Gaji Puluhan Juta,https://turnbackhoax.id/2024/11/20/penipuan-lowongan-kerja-berbagai-posisi-di-kantor-whoosh-tawarkan-gaji-puluhan-juta/,2024-11-20
"Faktanya, proyek lumbung pangan tersebut mendapat penolakan dari berbagai masyarakat Papua dan aktivis.",Salah Tidak Ada Penolakan Program Cetak Sawah 1 Juta Ha di Papua Selatan,https://turnbackhoax.id/2024/11/19/salah-tidak-ada-penolakan-program-cetak-sawah-1-juta-ha-di-papua-selatan/,2024-11-19
Tidak ada sumber kredibel yang membenarkan Budi Arie menyeret Jokowi di kasus judi online.,Salah Budi Arie Seret Jokowi di Kasus Judi Online,https://turnbackhoax.id/2024/11/19/salah-budi-arie-seret-jokowi-di-kasus-judi-online/,2024-11-19
Kepala Humas BPJS Kesehatan Rizzky Anugerah mengatakan informasi bantuan pra-lansia tersebut adalah hoaks.,Penipuan Ada Bantuan Pra-Lansia untuk Peserta BPJS di Atas 60 Tahun,https://turnbackhoax.id/2024/11/19/penipuan-ada-bantuan-pra-lansia-untuk-peserta-bpjs-di-atas-60-tahun/,2024-11-19
Tidak ada sumber kredibel yang menyebut banjir bandang setinggi delapan meter melanda Sukabumi.,Salah Sukabumi Dilanda Banjir Bandang Setinggi Delapan Meter,https://turnbackhoax.id/2024/11/19/salah-sukabumi-dilanda-banjir-bandang-setinggi-delapan-meter/,2024-11-19
Tidak ada pernyataan resmi dari Prabowo atau pemberitaan media kredibel yang membenarkan klaim tersebut.,Salah KPK Mau Dibekukan Prabowo Kalau Gagal Kejar Koruptor dalam 100 Hari,https://turnbackhoax.id/2024/11/19/salah-kpk-mau-dibekukan-prabowo-kalau-gagal-kejar-koruptor-dalam-100-hari/,2024-11-19
"Tautan tak mengarah ke laman resmi, pengunjung diminta memasukkan data pribadi berupa nama lengkap dan nomor telegram aktif.",Penipuan Tautan Akses Bantuan BUMN Klaster Pangan,https://turnbackhoax.id/2024/11/19/penipuan-tautan-akses-bantuan-bumn-klaster-pangan/,2024-11-19
Hasil deteksi Hive Moderation menunjukkan audio dalam video yang beredar merupakan hasil rekayasa AI.,Penipuan Menko Infra AHY Bagikan Bantuan Rp35 Juta,https://turnbackhoax.id/2024/11/19/penipuan-menko-infra-ahy-bagikan-bantuan-rp35-juta/,2024-11-19
"Faktanya, tidak ditemukan lembaga survei bernama Indo Survey & Consulting. Hasil survei dari sejumlah lembaga kredibel tidak menunjukkan unggulnya pasangan Lulu-Lukman.",Salah Luluk Lukman Unggul dalam Survei Elektabilitas Pilkada Jatim,https://turnbackhoax.id/2024/11/18/salah-luluk-lukman-unggul-dalam-survei-elektabilitas-pilkada-jatim/,2024-11-18
"Faktanya, pemberhentian dana desa oleh Kemenkeu tidak diberlakukan untuk semua desa, melainkan hanya untuk desa yang terjerat korupsi atau masalah.",Salah Dana Desa Resmi Dihentikan,https://turnbackhoax.id/2024/11/18/salah-dana-desa-resmi-dihentikan/,2024-11-18
"Video asli diunggah pertama kali oleh akun TikTok “zehroh.zehroh0” pada Agustus 2024, sebelum Prabowo menjadi presiden dan melakukan kunjungan kenegaraan.",Salah Prabowo Kunker ke Luar Imbas di Dalam Negeri Ada Kemelut Fufufafa,https://turnbackhoax.id/2024/11/18/salah-prabowo-kunker-ke-luar-imbas-di-dalam-negeri-ada-kemelut-fufufafa/,2024-11-18
Konten berasal dari potongan dokumentasi yang tak ada kaitannya dengan Pilkada 2024.,Salah Prabowo Beri Dukungan ke Paslon di Pilkada Pamekasan dan Bondowoso,https://turnbackhoax.id/2024/11/18/salah-prabowo-beri-dukungan-ke-paslon-di-pilkada-pamekasan-dan-bondowoso/,2024-11-18
"Faktanya, tidak ada sumber kredibel yang membenarkan Tom Lembong bongkar borok Jokowi dan KPK menyita dokumen korupsi Bansos Presiden.",Salah Tom Lembong Bongkar Borok Jokowi KPK Sita Dokumen Korupsi Bansos Presiden,https://turnbackhoax.id/2024/11/18/salah-tom-lembong-bongkar-borok-jokowi-kpk-sita-dokumen-korupsi-bansos-presiden/,2024-11-18
"Faktanya, korban tabrak lari sopir truk kontainer di Cipondoh, Tangerang, berjumlah tujuh orang. Tidak ada korban meninggal dunia.",Salah 30 Orang Terluka Akibat Truk Ugal-ugalan di Cipondoh Ada Korban Meninggal,https://turnbackhoax.id/2024/11/18/salah-30-orang-terluka-akibat-truk-ugal-ugalan-di-cipondoh-ada-korban-meninggal/,2024-11-18
"Faktanya, Kasing Lung (pencipta karakter Labubu) menerangkan karakter tersebut terinspirasi dari mitologi peri asal Eropa.",SALAH! Boneka Labubu Terinspirasi dari Sosok Mitologi Hong Kong Pemakan Manusia,https://turnbackhoax.id/2024/11/18/salah-boneka-labubu-terinspirasi-dari-sosok-mitologi-hong-kong-pemakan-manusia/,"November 18, 2024"
Pendaftaran CPNS dan PPPK 2024 hanya dilakukan melalui laman https://sscasn.bkn.go.id/.,PENIPUAN! Informasi dan Tautan Pendaftaran CPNS dan PPPK Guru Non-Guru 2024,https://turnbackhoax.id/2024/11/18/penipuan-informasi-dan-tautan-pendaftaran-cpns-dan-pppk-guru-non-guru-2024/,"November 18, 2024"
Audio yang digunakan merupakan hasil rekayasa AI dan video sebenarnya justru menyatakan Anies mendukung Aminullah Usman-Isnaini Husda.,SALAH! Anies Dukung Muzakir Manaf Fadhlullah di Pilkada Banda Aceh,https://turnbackhoax.id/2024/11/18/salah-anies-dukung-muzakir-manaf-fadhlullah-di-pilkada-banda-aceh/,"November 18, 2024"
Tidak ada regulasi percepatan haji dengan menambah biaya Rp6 juta.,PENIPUAN! Tawaran Percepatan Keberangkatan Haji Reguler Bayar Rp6 Juta,https://turnbackhoax.id/2024/11/18/penipuan-tawaran-percepatan-keberangkatan-haji-reguler-bayar-rp6-juta/,"November 18, 2024"
Unggahan berisi klaim “pusat militer di Florida yang menyuplai persenjataan untuk Israel hancur akibat badai Milton” merupakan konteks yang salah (false context).,SALAH! Video Pusat Strategi Militer di Florida Hancur Pasca-Badai Milton,https://turnbackhoax.id/2024/11/17/salah-video-pusat-strategi-militer-di-florida-hancur-pasca-badai-milton/,"November 17, 2024"
"Berdasarkan Laporan Harta Kekayaan Penyelenggara Negara (LHKPN), Tom Lembong tidak mempunyai aset tanah, bangunan, serta alat transportasi.",SALAH! Polisi Temukan Mobil Mewah yang Disembunyikan Tom Lembong,https://turnbackhoax.id/2024/11/17/salah-polisi-temukan-mobil-mewah-yang-disembunyikan-tom-lembong/,"November 17, 2024"
"Faktanya, konteks asli video adalah dokumentasi kedatangan tentara AS di Mihail Kogalniceanu, Rumania, pada Juni 2022.",SALAH! Tentara AS Mendarat di Israel Bersiap Lawan Hamas dan Hizbullah,https://turnbackhoax.id/2024/11/15/salah-tentara-as-mendarat-di-israel-bersiap-lawan-hamas-dan-hizbullah/,"November 15, 2024"
"Unggahan merupakan potongan dokumentasi petugas Bareskrim Polri yang mengamankan barang bukti penangkapan 12 tersangka judi online pada Sabtu, (02/11/2024).",SALAH! Anies Baswedan Ditangkap KPK Akibat Proyek Formula E,https://turnbackhoax.id/2024/11/15/salah-anies-baswedan-ditangkap-kpk-akibat-proyek-formula-e/,"November 15, 2024"
"Lokasi kejadian bukan di Arab Saudi, tetapi Manchester (Inggris).",SALAH! Video Pria Menginjak Al-Quran di Klub Malam Arab Saudi,https://turnbackhoax.id/2024/11/15/salah-video-pria-menginjak-al-quran-di-klub-malam-arab-saudi/,"November 15, 2024"
"TurnBackHoax memeriksa keaslian foto tangkapan layar yang mencatut Detikcom. Hasilnya, potret itu memiliki probabilitas 94,2% sebagai rekayasa AI.",SALAH! Detikcom Beritakan Pernyataan Jokowi yang Tidak Sengaja Terekam Kamera,https://turnbackhoax.id/2024/11/15/salah-detik-com-beritakan-pernyataan-jokowi-yang-tidak-sengaja-terekam-kamera/,"November 15, 2024"
"Faktanya, tidak ada sumber kredibel yang membenarkan Budi Arie dikuliti Prabowo karena terbukti bekingi judi online.",SALAH! Budi Arie Dikuliti Prabowo Karena Terbukti Bekingi Judi Online,https://turnbackhoax.id/2024/11/15/salah-budi-arie-dikuliti-prabowo-karena-terbukti-bekingi-judi-online/,"November 15, 2024"
"Faktanya, tidak ada sumber kredibel yang membenarkan Anies membongkar misi busuk Prabowo setelah Tom Lembong ditangkap.",SALAH! Anies Bongkar Misi Busuk Prabowo Usai Tom Lembong Ditangkap,https://turnbackhoax.id/2024/11/15/salah-anies-bongkar-misi-busuk-prabowo-usai-tom-lembong-ditangkap/,"November 15, 2024"
Unggahan berisi klaim “Rekrutmen PT Pelindo dengan gaji 12-20 juta rupiah” merupakan konten tiruan (impostor content) dan modus penipuan.,PENIPUAN! PT Pelindo Buka Rekrutmen Tawarkan Gaji Puluhan Juta Rupiah,https://turnbackhoax.id/2024/11/15/penipuan-pt-pelindo-buka-rekrutmen-tawarkan-gaji-puluhan-juta-rupiah/,"November 15, 2024"
Audio dalam unggahan yang beredar merupakan rekayasa AI.,PENIPUAN! Calon Bupati Pemalang Vicky Prasetyo Bagikan Bantuan di TikTok,https://turnbackhoax.id/2024/11/15/penipuan-calon-bupati-pemalang-vicky-prasetyo-bagikan-bantuan-di-tiktok/,"November 15, 2024"
Presiden Prabowo hanya meminta Kementerian Hukum mengulas ulang RUU Perampasan Aset.,SALAH! Prabowo Bakal Penjarakan Anggota DPR yang Tolak RUU Perampasan Aset,https://turnbackhoax.id/2024/11/14/salah-prabowo-bakal-penjarakan-anggota-dpr-yang-tolak-ruu-perampasan-aset/,"November 14, 2024"
"Ada beberapa beleid yang diteken Jokowi sebelum pensiun, tetapi bukan UU Dana Pensiun.","SALAH! Dua Hari Sebelum Lengser, Jokowi Ubah UU Dana Pensiun untuk Presiden",https://turnbackhoax.id/2024/11/14/salah-dua-hari-sebelum-lengser-jokowi-ubah-uu-dana-pensiun-untuk-presiden/,"November 14, 2024"
"Video yang tersebar adalah potongan dokumentasi ledakan di Beirut, Lebanon tahun 2020.",SALAH! Video Ledakan Dahsyat di Teheran,https://turnbackhoax.id/2024/11/14/salah-video-ledakan-dahsyat-di-teheran/,"November 14, 2024"
Pj Wali Kota Pontianak Edi Suryanto telah menegaskan kalau nomor WA tersebut bukan miliknya.,PENIPUAN! Pesan WA Pinjam Uang dari PJ Wali Kota Pontianak,https://turnbackhoax.id/2024/11/14/penipuan-pesan-wa-pinjam-uang-dari-pj-wali-kota-pontianak/,"November 14, 2024"
Pemda Banggai Laut menegaskan kalau nomor WA yang beredar bukan milik Pjs Bupati Banggai Laut Yuniarto Pasman.,PENIPUAN! Pesan WA Minta Uang dari Pjs Bupati Banggai Laut,https://turnbackhoax.id/2024/11/14/penipuan-pesan-wa-minta-uang-dari-pjs-bupati-banggai-laut/,"November 14, 2024"
"Video pertemuan Megawati dan Prabowo itu bukan terjadi pada 2024, melainkan 2019.",SALAH! Momentum Politik Baru di 2024 Usai Megawati dan Prabowo Bertemu,https://turnbackhoax.id/2024/11/14/salah-momentum-politik-baru-di-2024-usai-megawati-dan-prabowo-bertemu/,"November 14, 2024"
Akun Facebook “PPN Bappenas” dan seluruh unggahannya merupakan konten palsu (impostor content) untuk modus penipuan.,Penipuan informasi dari akun Facebook PPN Bappenas,https://turnbackhoax.id/2024/11/14/penipuan-informasi-dari-akun-facebook-ppn-bappenas/,2024/11/14
Tidak ada satu pun pernyataan Ridwan Kamil yang menyebut The Jakmania tidak spesial.,Salah! Calon Gubernur Jakarta Ridwan Kamil sebut The Jakmania tidak spesial,https://turnbackhoax.id/2024/11/14/salah-calon-gubernur-jakarta-ridwan-kamil-sebut-the-jakmania-tidak-spesial/,2024/11/14
"Video yang beredar merupakan potongan dokumentasi demo bulan Oktober 2024, di mana peternak lokal protes soal kebijakan susu impor.",Salah! Bagi-bagi susu gratis Gibran rugikan peternak lokal,https://turnbackhoax.id/2024/11/14/salah-bagi-bagi-susu-gratis-gibran-merugikan-peternak-lokal/,2024/11/14
Tidak ada sumber kredibel yang membenarkan klaim tentang Jokowi terseret kasus Tom Lembong.,Salah! Jokowi terseret kasus Tom Lembong,https://turnbackhoax.id/2024/11/14/salah-jokowi-terseret-kasus-tom-lembong/,2024/11/14
Unggahan berisi kuis giveaway RANS Entertainment dengan logo Kepolisian RI dan Trans 7 merupakan konten tiruan (impostor content) untuk modus penipuan.,"Penipuan RANS Entertainment bikin giveaway, Kepolisian RI dan Trans 7 jadi sponsor",https://turnbackhoax.id/2024/11/14/penipuan-rans-entertainment-bikin-giveaway-kepolisian-ri-dan-trans-7-jadi-sponsor/,2024/11/14
Di laman resmi Pertamina tidak ditemukan pengumuman mengenai program BBM gratis.,Penipuan program BBM gratis di SPBU Pertamina,https://turnbackhoax.id/2024/11/14/penipuan-program-bbm-gratis-di-spbu-pertamina/,2024/11/14
"Kementerian Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi (Kemendesa) tidak membuka lowongan tersebut.",Penipuan tautan rekrutmen pendamping program penguatan pemerintahan dan pembangunan desa (P3PD),https://turnbackhoax.id/2024/11/14/penipuan-tautan-rekrutmen-pendamping-program-penguatan-pemerintahan-dan-pembangunan-desa-p3pd/,2024/11/14
"Sampai artikel ini diterbitkan, belum ada pernyataan Anies soal dukungannya di Pilkada Jakarta 2024.",Salah! Anies beri dukungan ke Ridwan Kamil di Pilkada Jakarta,https://turnbackhoax.id/2024/11/14/salah-anies-beri-dukungan-ke-ridwan-kamil-di-pilkada-jakarta/,2024/11/14
Unggahan berasal dari sejumlah potongan dokumentasi CNN Indonesia yang tak ada hubungannya dengan klaim.,Penipuan Calon Gubernur Jatim Tri Rismaharini promosikan obat mata,https://turnbackhoax.id/2024/11/14/penipuan-calon-gubernur-jatim-tri-rismaharini-promosikan-obat-mata/,2024/11/14
BPOM menekankan tidak ditemukan produk kerupuk kulit babi berlogo halal.,Salah! Ada kerupuk babi berlabel halal,https://turnbackhoax.id/2024/11/13/salah-ada-kerupuk-babi-berlabel-halal/,2024/11/13
Video “radiasi ponsel dapat merusak otak yang ditandai dengan terbakarnya serat baja saat ada panggilan masuk” merupakan konten yang dimanipulasi (manipulated content).,Salah! Video radiasi ponsel bisa merusak otak,https://turnbackhoax.id/2024/11/13/salah-video-radiasi-ponsel-bisa-merusak-otak/,2024/11/13
Konteks asli foto yang beredar merupakan momen Prabowo (capres 2014) usai menghadiri dialog antara Kadin dengan capres dan cawapres pada Juni 2014.,Salah! Presiden Prabowo dukung Airin Ade di Pilkada Banten 2024,https://turnbackhoax.id/2024/11/13/salah-presiden-prabowo-dukung-airin-ade-di-pilkada-banten-2024/,2024/11/13
Video yang beredar adalah hasil suntingan dari potongan dokumentasi saat SBY menyampaikan pidato tahun 2014 silam.,Penipuan SBY mau transfer uang Rp10 juta untuk warganet,https://turnbackhoax.id/2024/11/13/penipuan-sby-mau-transfer-uang-rp10-juta-untuk-warganet/,2024/11/13
Konten yang tersebar merupakan potongan dokumentasi pemakaman tentara Israel pada Juli 2023.,Salah! Panglima tertinggi Israel Herzi Halevi tewas diserang misil Hizbullah,https://turnbackhoax.id/2024/11/13/salah-panglima-tertinggi-israel-herzi-halevi-tewas-diserang-misil-hizbullah/,2024/11/13
"Faktanya, video yang beredar merupakan potongan dokumentasi tentang sengketa tanah di Indramayu yang berujung ke penyegelan makam.",Salah! Video perusakan makam di Indramayu oleh warga Tiongkok,https://turnbackhoax.id/2024/11/12/salah-video-perusakan-makam-di-indramayu-oleh-warga-tiongkok/,2024/11/12
Potret tumpukan uang yang ditemukan saat penggeledahan itu merupakan momen pengusutan tindak pidana atas kasus Duta Palma Group.,Salah! Video tumpukan uang di ruang staf khusus eks Menkominfo Budi Arie,https://turnbackhoax.id/2024/11/12/salah-video-tumpukan-uang-di-ruang-staf-khusus-eks-menkominfo-budi-arie/,2024/11/12
Hasil deteksi DeepFake-O-Meter menunjukkan video yang beredar adalah hasil rekayasa kecerdasan buatan.,Penipuan Wamen PPPA Veronica Tan berbagi bantuan modal dan biaya sekolah,https://turnbackhoax.id/2024/11/12/penipuan-wamen-pppa-veronica-tan-berbagi-bantuan-modal-dan-biaya-sekolah/,2024/11/12
Konten tangkapan layar yang beredar merupakan hasil suntingan.,Salah! Cawali Makassar nomor urut 1 sebut Tuhan pun saya tumbangkan,https://turnbackhoax.id/2024/11/12/salah-cawali-makassar-nomor-urut-1-sebut-tuhan-pun-saya-tumbangkan/,2024/11/12
Video yang beredar merupakan potongan momen pertandingan antara Timnas Junior Indonesia melawan Tunisia di Turnamen Danone Nations Cup 2012.,Salah! Timnas Indonesia U-15 juara Piala Dunia 2024,https://turnbackhoax.id/2024/11/11/salah-timnas-indonesia-u-15-juara-piala-dunia-2024/,2024/11/11
Tidak ada bukti ilmiah yang menyatakan stroke itu disebabkan aktivitas minum air dingin saat cuaca panas.,Salah! Minum air dingin saat cuaca panas bisa sebabkan stroke,https://turnbackhoax.id/2024/11/11/salah-minum-air-dingin-saat-cuaca-panas-bisa-sebabkan-stroke/,2024/11/11
Tidak ada informasi dari sumber kredibel yang membenarkan klaim tersebut,Ruangan staf khusus Budi Ari Menkoinfo pelindung judi online di grebek Polisi telah ditemukan tumpukan uang yg jumlahnya sangat fantastis,https://turnbackhoax.id/2024/11/11/salah-sby-marah-marah-dan-melabrak-gibran/,2024/11/11
"Melansir data Transparency International, peringkat Indonesia berdasarkan indeks persepsi korupsi (IPK) tahun 2023 berada di urutan 106 dari 180 negara.",Tingkat Korupsi Indonesia Paling Tinggi di Dunia,https://turnbackhoax.id/2024/11/11/salah-tingkat-korupsi-indonesia-paling-tinggi-di-dunia/,2024/11/11
Tidak ditemukan sumber kredibel yang membenarkan pernyataan tersebut,Netanyahu Tantang Indonesia dan Malaysia Lawan Israel,https://turnbackhoax.id/2024/11/11/salah-netanyahu-tantang-indonesia-dan-malaysia-lawan-israel/,2024/11/11
Bursa Efek Indonesia (BEI) tak pernah mengajak masyarakat untuk bergabung dalam grup WhatsApp apapun.,Penipuan BEI Ajak Masyarakat Gabung Grup WA Komunitas Investasi Saham,https://turnbackhoax.id/2024/11/11/penipuan-bei-ajak-masyarakat-gabung-grup-wa-komunitas-investasi-saham/,2024/11/11
"Sosok dalam foto adalah Muhammad Yusrizki Muliawan, Direktur Utama PT Basis Utama Prima (PT BUP), salah satu perusahaan milik suami Puan Maharani.",Suami Puan Maharani Ditangkap KPK,https://turnbackhoax.id/2024/11/10/salah-suami-puan-maharani-ditangkap-kpk/,2024/11/10
Bank Indonesia menegaskan uang pecahan Rp75.000 adalah alat pembayaran yang sah.,Uang Pecahan Rp75.000 Tidak Berlaku untuk Transaksi Jual Beli,https://turnbackhoax.id/2024/11/09/salah-uang-pecahan-rp75-000-tidak-berlaku-untuk-transaksi-jual-beli/,2024/11/09
"Setelah dicek menggunakan Hive Moderation, suara Hary Tanoesoedibjo membagikan Rp50 juta terdeteksi dihasilkan AI. Probabilitasnya 99,2%.",Penipuan Hary Tanoe Bagi Bagi Uang Rp50 Juta,https://turnbackhoax.id/2024/11/08/penipuan-hary-tanoe-bagi-bagi-uang-rp50-juta/,2024/11/08
"Kementerian Desa, Pembangunan Desa Tertinggal (PDT), dan Transmigrasi menegaskan pihaknya tidak membuka loker PLD.",Penipuan Lowongan Pendamping Lokal Desa (PLD) Gaji Belasan Juta Rupiah,https://turnbackhoax.id/2024/11/08/penipuan-lowongan-pendamping-lokal-desa-pld-gaji-belasan-juta-rupiah/,2024/11/08
"Pemerintah Kota Makassar menegaskan nomor tersebut palsu, bukan milik Pjs Wali Kota Makassar, Andi Arwin Azis.",Penipuan Pesan WA Minta Uang dari Pjs Wali Kota Makassar,https://turnbackhoax.id/2024/11/07/penipuan-pesan-wa-minta-uang-dari-pjs-wali-kota-makassar/,2024/11/07
Masyarakat yang berhak menerima BPNT dan PKH sudah terdaftar di Data Terpadu Kesejahteraan Sosial (DKTS).,Penipuan Tautan Pendaftaran Bansos BPNT dan PKH,https://turnbackhoax.id/2024/11/07/penipuan-tautan-pendaftaran-bansos-bpnt-dan-pkh/,2024/11/07
"Sopir memang dikeroyok massa, tetapi tak meninggal dunia.",Sopir Truk Pemicu Kecelakaan di Tangerang Meninggal Dihakimi Massa,https://turnbackhoax.id/2024/11/07/salah-sopir-truk-pemicu-kecelakaan-di-tangerang-meninggal-dihakimi-massa/,2024/11/07
Tidak ada media massa atau sumber kredibel lain yang membenarkan narasi tersebut,70 Preman Anak Buah Jokowi Diringkus,https://turnbackhoax.id/2024/11/07/salah-70-preman-anak-buah-jokowi-diringkus/,2024/11/07
Video yang beredar adalah potongan dokumentasi kebakaran di SPBU karena korsleting mobil saat pengisian BBM,SPBU Kebakaran Akibat Ada Transaksi Beli BBM Pakai QR,https://turnbackhoax.id/2024/11/07/salah-spbu-kebakaran-akibat-ada-transaksi-beli-bbm-pakai-qr/,2024/11/07
Tidak ada bukti klinis yang mendukung klaim “konsumsi rebusan tepung tapioka dapat mengobati atau mencegah kambuhnya asam lambung”.,Tepung Tapioka dan Gula Merah Bisa Obati Sakit Lambung,https://turnbackhoax.id/2024/11/07/salah-tepung-tapioka-dan-gula-merah-bisa-obati-sakit-lambung/,2024/11/07
Unggahan akun TikTok “lokerindonesia_id” yang berisi informasi loker PT Elnusa merupakan konten tiruan (impostor content) untuk modus penipuan.,Penipuan Lowongan Kerja di PT Elnusa dari lokerindonesia_id,https://turnbackhoax.id/2024/11/07/penipuan-lowongan-kerja-di-pt-elnusa-dari-lokerindonesia_id/,2024/11/07
Tidak ada penelitian yang melaporkan keberhasilan kloning sapi dengan babi.,Video China Berhasil Lakukan Kloning Babi dengan Sapi,https://turnbackhoax.id/2024/11/06/salah-video-china-berhasil-lakukan-kloning-babi-dengan-sapi/,2024/11/06
"Faktanya, tidak ada artikel dengan judul tersebut di detikNews.",Tangkapan Layar Artikel UAS Ajak Umatnya Kalau Belanja ke Warung Tanyakan Dulu Apa Agamanya,https://turnbackhoax.id/2024/11/06/salah-tangkapan-layar-artikel-uas-ajak-umatnya-kalau-belanja-ke-warung-tanyakan-dulu-apa-agamanya/,2024/11/06
Konten yang beredar bukan berasal dari akun media sosial resmi milik Nasaruddin Umar.,Penipuan Menteri Agama Nasaruddin Umar Bagi Bagi Bantuan,https://turnbackhoax.id/2024/11/06/penipuan-menteri-agama-nasaruddin-umar-bagi-bagi-bantuan/,2024/11/06
"Faktanya, video yang beredar merupakan potongan dokumentasi saat Anies menghadiri Pelantikan Pengurus Korps Alumni KNPI DKI Jakarta pada Oktober 2019.",Anies Baswedan Resmi Bikin Partai Perubahan Indonesia,https://turnbackhoax.id/2024/11/06/salah-anies-baswedan-resmi-bikin-partai-perubahan-indonesia/,2024/11/06
"Daftar tersebut merupakan aspirasi masyarakat, bukan pernyataan resmi dari kementerian.",Daftar Gebrakan Menteri Pendidikan Dasar dan Menengah Abdul Muti,https://turnbackhoax.id/2024/11/06/salah-daftar-gebrakan-menteri-pendidikan-dasar-dan-menengah-abdul-muti/,2024/11/06
Bawaslu Karawang menegaskan video tersebut adalah hoaks yang dibuat oleh oknum tidak bertanggung jawab.,SALAH: Video Bawaslu arahkan masyarakat coblos salah satu paslon,https://turnbackhoax.id/2024/11/06/salah-video-bawaslu-arahkan-masyarakat-coblos-salah-satu-paslon/,2024/11/06
Lembaga Penerbangan dan Antariksa Nasional (LAPAN) menegaskan kalau informasi tersebut merupakan hoaks.,SALAH: Imbauan ada pancaran radiasi cahaya kosmik berbahaya,https://turnbackhoax.id/2024/11/06/salah-imbauan-ada-pancaran-radiasi-cahaya-kosmik-berbahaya/,2024/11/06
"Faktanya, konteks asli dari video yang beredar adalah Lucas V













ázquez sedang mengucapkan terima kasih atas dukungan masyarakat bagi Real Madrid.","SALAH: Pemain Real Madrid, Lucas Vazquez ingin masuk Timnas Indonesia",https://turnbackhoax.id/2024/11/05/salah-pemain-real-madrid-lucas-vazquez-ingin-masuk-timnas-indonesia/,2024/11/05
Audio dalam unggahan yang beredar merupakan rekayasa AI.,PENIPUAN: Denny Cagur janjikan bantuan biaya sekolah hingga modal usaha,https://turnbackhoax.id/2024/11/05/penipuan-denny-cagur-janjikan-bantuan-biaya-sekolah-hingga-modal-usaha/,2024/11/05
Bank Jatim telah membantah surat pemberitahuan perubahan biaya transfer yang beredar.,PENIPUAN: Surat pemberitahuan perubahan biaya transfer Bank Jatim,https://turnbackhoax.id/2024/11/05/penipuan-surat-pemberitahuan-perubahan-biaya-transfer-bank-jatim/,2024/11/05
Konteks asli potongan artikel yang beredar adalah tentang kontroversi Raja Thailand yang mengisolasi diri ke hotel mewah di Jerman saat pandemi COVID-19.,SALAH: Raja Thailand larang warganya ke Indonesia karena banyak teroris,https://turnbackhoax.id/2024/11/05/salah-raja-thailand-larang-warganya-ke-indonesia-karena-banyak-teroris/,2024/11/05
"Faktanya, video yang beredar merupakan dokumentasi kapal Xpress Pearl yang terbakar di lepas pantai Sri Lanka tahun 2021.",SALAH: Yaman rudal kapal milik Inggris di Laut Merah,https://turnbackhoax.id/2024/11/04/salah-yaman-merudal-kapal-milik-inggris-di-laut-merah/,2024/11/04
"Dokumentasi yang beredar merupakan potongan momen Cristiano Ronaldo mengambil dan melemparkan kain berwarna biru, yaitu syal klub bola Al Hilal (pesaing klub Ronaldo, Al Nassr).",SALAH: Video Cristiano Ronaldo buang bendera Israel,https://turnbackhoax.id/2024/11/04/salah-video-cristiano-ronaldo-buang-bendera-israel/,2024/11/04
