Statement,Narrative,Label
"tayangan tv di indomaret.
materi tayangan tv di indomaret ditujukan untuk memudahkan masyarakat memperoleh barang-barang yang dibutuhkan di indomaret sekaligus memberikan informasi terkini yang diperoleh dari sumber berita antara.","sebuah foto tayangan televisi di indomaret yang memberitakan presiden jokowi ramai menjadi perbincangan di media sosial.
foto itu menjadi viral setelah diunggah oleh kadiv advokasi dan bantuan hukum partai demokrat, ferdinand hutahaean di akun twitternya, lawanpolitikjkw. foto tersebut memperlihatkan tv dengan logo indomaret.

tv itu menayangkan wajah jokowi bersama menristekdikti, m nasir dengan tulisan ‘joko widodo – presiden’. ada logo antara di tayangan tersebut.
dalam cuitannya ferdinand mengatakan “saya secara pribadi akan memboikot indomaret, tidak akan belanja dijaringan indomaret krn iklan ini. yang mau ikut boikot, silahkan. masih ada minimarket yg lain.”
selain itu, ada juga foto tv berlogo indomaret menayangkan video soal pembangunan bendungan. ada pula logo antara di tayangan tersebut. perum lkbn antara merupakan kantor berita di indonesia yang dimiliki oleh pemerintah indonesia.
menanggapi hal tersebut, indomaret pun mengeluarkan statement klarifikasi lewat akun twitternya.
“materi tayangan tv di indomaret ditujukan untuk memudahkan masyarakat memperoleh barang-barang yang dibutuhkan di indomaret sekaligus memberikan informasi terkini yang diperoleh dari sumber berita antara,” tulis indomaret.",0
“pdip akan umumkan duet anies-rano karno maju pilgub jakarta hari ini. sumber: detiknews”,"akun tiktok papa_nya_iqbal sebuah video yang menampilkan gambar anies menggunakan jaket berlogo pdi – p dan rano karno. pada caption postingan terdapat narasi pdi-p akan mengumumkan anies dan rano karno untuk maju pilgub jakarta.
setelah ditelusuri, ditemukan informasi bahwa pdi-p tidak mengusung anies maju bakal calon gubernur jakarta 2024. pada kesempatan ini pdi-p mengusung pramono anung-rano karno. juru bicara anies baswedan, usamah abdul aziz mengungkapkan pihaknya menghormati keputusan yang dibuat pdi-p.
“kami menghargai keputusan pdi perjuangan, setiap partai punya pertimbangan sendiri sendiri,” ungkap sami kepada cnbc indonesia, rabu (28/8/2024).",1
"banyak warganet yang memposting sebuah foto taman pemprov bangka belitung yang diambil dari google maps, yang disebut oleh warganet mirip dengan mata dajjal. taman ini sedianya untuk ruang terbuka hijau (rth) terletak diantara kantor dinas pupr dan disperindag babel. tulisan dan foto taman pemprov babel mirip mata dajjal telah beredar sejak selasa (23/10). gubernur bangka belitung, erzaldi rosman, menanggapi viralnya foto tersebut mengatakan taman itu tidak dibuat menyerupai mata dajjal. tetapi, foto tersebut bisa saja diasumsikan dengan pendapat yang berbeda-beda. bila memang taman tersebut mirip dengan simbol dajjal, gubernur pun memintanya agar dirubohkan saja. “tidak begitu, kalau ada, rubah saja, kalau begitu,” katanya, ketika dikonfirmasi akan hal ini, rabu (24/10) siang. penasaran adanya laporan viral taman pemprov babel mirip mata dajjal, gubernur pun mencari gambar tersebut melalui ponselnya. melalui google map, gubernur mencoba melihat penampakan taman tersebut dari udara. kepala dinas pupr babel, noviar ishak membantah bila taman yang viral mirip simbol dajjal itu dibangun oleh dinas yang dikepalainya. taman tersebut dibangun oleh dinas perumahan rakyat dan kawasan permukiman (prkp). “kebetulan lokasi disebelah kantor saya. jadi banyak yang tanya ke saya tentang taman itu. gambar itu diambil dari google, entah tahun berapa. hasilnya tidak fokus juga. pendapat orang tentang bentuk taman itu tergantung persepsi masing-masing,” kata noviar. untuk diketahui taman pemprov babel yang disebut-sebut mirip simbol dajjal dibangun tahun 2016. pemprov mengalokasikan dana pembangunannya rp 1 miliar. perusahaan yang mengerjakan proyek taman tersebut adalah pt alkomber karya. sayangnya, karena keterbatasan dana dan tak masuk proyek prioritas, pembangunan taman terhenti.","banyak warganet yang memposting sebuah foto taman pemprov bangka belitung yang diambil dari google maps, yang disebut oleh warganet mirip dengan mata dajjal.
taman ini sedianya untuk ruang terbuka hijau (rth) terletak diantara kantor dinas pupr dan disperindag babel.
tulisan dan foto taman pemprov babel mirip mata dajjal telah beredar sejak selasa (23/10).
gubernur bangka belitung, erzaldi rosman, menanggapi viralnya foto tersebut mengatakan taman itu tidak dibuat menyerupai mata dajjal. tetapi, foto tersebut bisa saja diasumsikan dengan pendapat yang berbeda-beda.
bila memang taman tersebut mirip dengan simbol dajjal, gubernur pun memintanya agar dirubohkan saja.
“tidak begitu, kalau ada, rubah saja, kalau begitu,” katanya, ketika dikonfirmasi akan hal ini, rabu (24/10) siang.
penasaran adanya laporan viral taman pemprov babel mirip mata dajjal, gubernur pun mencari gambar tersebut melalui ponselnya.
melalui google map, gubernur mencoba melihat penampakan taman tersebut dari udara.
kepala dinas pupr babel, noviar ishak membantah bila taman yang viral mirip simbol dajjal itu dibangun oleh dinas yang dikepalainya.
taman tersebut dibangun oleh dinas perumahan rakyat dan kawasan permukiman (prkp).
“kebetulan lokasi disebelah kantor saya.
untuk diketahui taman pemprov babel yang disebut-sebut mirip simbol dajjal dibangun tahun 2016. pemprov mengalokasikan dana pembangunannya rp 1 miliar.
perusahaan yang mengerjakan proyek taman tersebut adalah pt alkomber karya. sayangnya, karena keterbatasan dana dan tak masuk proyek prioritas, pembangunan taman terhenti.
",0
"innalillahi wa’innailaihi rojiun
turut berduka cita atas wafatnya
mahasiswa unisba
a/n andi andriana saat aksi demo darurat indonesia 22 agustus 2024 ,…","dilansir daritirto.id, tidak menemukan informasi adanya korban jiwa dari demonstrasi tersebut. secara khusus di bandung, berdasar laporan reporter tirto di lapangan, saat hari demonstrasi, setidaknya ada 15 orang yang mengalami luka parah dan dilarikan ke rumah sakit.
dalam video tersebut juga disebutkan mengenai unisba bandung.tirto.idmenelusuri latar andi andriana, yang disebut menjadi korban jiwa dari kejadian tersebut.tirto menyebut andi adalah mahasiswa universitas bale bandung (unibba), bukan unisba.
perlu diketahui bahwa andi, nama mahasiswa yang disebut dalam video tersebut memang mengalami musibah saat mengikuti aksi unjuk rasa pengesahan revisi uu pilkada di kota bandung. mata kiri andi luka serius dan mengalami kebutaan setelah terkena lemparan batu dalam bentrokan antara demonstran dan aparat kepolisian. saat ini, andi masih menjalani pengobatan di rumah sakit hasan sadikin.",1
"“gambar atau foto yang tertera pada kemasan beras toko tani indonesia adalah bukan foto presiden ri bapak jokowi. itu foto model staf kementan di biro umum dan pengadaan kementan, mas agus faizal,” kata kepala biro humas dan informasi publik kementan, kuntoro boga andri, selasa (25/9).","beberapa diantaranya:
akun twitter jokoedy6 yang menuliskan, “beras kementan berlogo jokowi. dlm keadaan tak melanggar aturan, jokowi tak laku. supaya laku, kudu curang dan kerup,” selasa (25/9).
kemudian ada juga akun twitter marierteman yang menuliskan, “bila foto ini bukan hoax, berarti telah terjadi praktek menghalalkan segala cara untuk meraih suara dlm pilpres mosok ada ‘sachet’ beras berlogo kementan dan bergambar jokowi kpu_id bawaslu_ri,” selasa (25/9).
ada juga akun twitter meong699 yang menuliskan, “maaf pak amran_sulaiman1 ini beras berlogo kementan yg dibagikan ke gapoktan kok pake gambar jokowi ? apa bukan termasuk kampanye ? bawaslu_ri kpu_id  ,” selasa (25/9).
dan akun twitter idaindah9 yang menuliskan, “maaf menurut anda pada bungkus beras ini, apa betul photo pak jokowi , ini hoax bukan ya’ ?? beredar beras dengan plastik yang ada gambar seperti ini ??? biar apa ya?? #sekedarbertanya #2019gantipresiden #2019prabowosandi #2019prabowosandimenang #adilmakmur,” selasa (25/9).
di sisi lain, akun twitter silvya_riau menjelaskan kepada akun jokoedy6 bahwa siluet yang ada pada bungkus plastik beras tersebut hanya mirip dengan jokowi. program kementan “toko tani indonesia” itu om gambarnya hanya mirip; tapi bukan pak jokowi ini dasar gambar yang dikarung ,” tulisnya, selasa (25/9).
untuk meyakinkan, akun silvya_riau juga melampirkan foto atau gambar yang tertera pada bungkus karung beras ‘toko tani indonesia’.
menanggapi hal tersebut kepala biro humas dan informasi publik kementan, kuntoro boga andri menyatakan siluet pada bungkus beras tersebut bukanlah foto jokowi. “gambar atau foto yang tertera pada kemasan beras toko tani indonesia adalah bukan foto presiden ri bapak jokowi. itu foto model staf kementan di biro umum dan pengadaan kementan, mas agus faizal,” kata kuntoro, selasa (25/9).
agus faizal adalah sopir kepala biro umum dan pengadaan kementan. kuntoro lalu menyertakan foto agus yang dijadikan model pada bungkus beras.
“memang produksi beras itu oleh gapoktan binaan kementan. gapoktan menjual langsung beras produksinya ke toko tani indonesia (tti) dengan maksud memotong rantai pemasaran dan memberikan harga yang baik untuk petani dan konsumen,” jelasnya.",0
"“*solo demo sore kemaren monolak kedatangan jokowi pulang kampung ke solojokowi riwayatmu.kini,lihat saja orang kampungnya saja di solo minta jokowi diadili*","akun x “alfatih” pada kamis (24/10/2024) mengunggahvideo berdurasi 2 menit 20 detik yang menampilkan dokumentasi cnn indonesia tentang demo tuntutan mahasiswa untuk mengadili jokowi di solo, jawa tengah. terlihat massa berbaju nuansa hitam membawa sejumlah spanduk.
unggahan disertai narasi:
“*solo demo sore kemaren monolak kedatangan jokowi pulang kampung ke solojokowi riwayatmu.kini,lihat saja orang kampungnya saja di solo minta jokowi diadili*
hingga rabu (30/10/2024), unggahan sudah ditonton lebih dari 185 ribu kali, disukai 5.600-an akun, dan dibagikan ulang sekitar 1.800 kali.
tim pemeriksa fakta mafindo (turnbackhoax) menelusuri klaim dengan memasukkan kata kunci “cnn indonesia demo mahasiswa tuntut adili jokowi” ke pencarian youtube. hasilnya, ditemukan video milik cnn indonesia berjudul sama yang tayang agustus 2024.
dokumentasi itu memperlihatkan sejumlah mahasiswa yang menamakan diri “indonesia melawan” sedang menggelar aksi demonstrasi di depan gedung dprd solo dengan tuntutan agar joko widodo—yang kala itu masih menjadi presiden—segera diadili.",1
“boooommmm…..breaking:#hizbullahmenyerang pangkalan zionis israel dengan rudal terpandu dan menyebabkan kehancuran total.menyala hizbullah”,"pada senin (14/10/2024), akun x “ppqsi” mengunggahvideo disertai cuitan “hizbullah menyerang pangkalan zionis israel”. berikut narasi lengkapnya:
“boooommmm…..breaking:#hizbullahmenyerang pangkalan zionis israel dengan rudal terpandu dan menyebabkan kehancuran total.menyala hizbullah”
per minggu (27/10/2024), video telah ditonton lebih dari 95 ribu kali dan diposting ulang 621 kali.
tim pemeriksa fakta mafindo (turnbackhoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan tangkapan layar video unggahan ke google lens. hasilnya, diketahui video tersebut merupakan dokumentasi lawas yang dimunculkan kembali.
video serupa dengan unggahan kanal youtube “niko paladino” pada desember 2015 berjudul “grosse explosion en chine!” tentang ledakan kilang gas di china.",1
"“cari selamat 700 tentara idf menyerahkan diri ke pbb yang dipimpin oleh tentara nasional indonesia tni”.
“cari selamet aja lah”.","setelah menelusuri beberapa cuplikan video yang digunakan, terlihat bahwa beberapa video tersebut tidak ada hubungannya dengan tentara idf yang menyerahkan diri ke pbb. salah satu contohnya, video yang dimainkan pada detik ke 0:48 diambil dari kejadian ribuan anak-anak yang menjadi korban penangkapan massal di el salvador. cuplikan dan foto ini dapat dilihat di artikel berita dw berjudul “hrw reports more than 3,000 minors detained in el salvador” dan artikel the guardian “thousands of children swept up in el salvador mass arrests, rights body says”. kedua artikel tersebut dipublikasikan pada juli 2024.
selain itu, cuplikan tiga tentara dengan bendera israel di belakang mereka, seperti yang terlihat pada tiga detik pertama video, diambil dari salah satu video youtube yang berjudul “אלוף פיקוד דרום בזירת האסון ברפיח: “נשמיד את כל תשתיות האויב בסביבה” (קרדיט: דובר צה”ל)” yang jika diterjemahkan ke bahasa indonesia berbunyi “mayor jenderal komando selatan di lokasi bencana di rafah: ‘kami akan menghancurkan semua infrastruktur musuh di sekitar”.
lebih lanjut, pencarian mengenai berita 700 tentara idf menyerahkan diri ke pbb juga tidak ditemukan di manapun. pemeriksa fakta mafindo menelusuri dengan kata kunci “700 tentara israel menyerahkan diri di pbb”, “700 idf soldiers surrender to un”, dan “700 tentara israel ke pbb dipimpin tni”.",1
"seorang warga lombok, mencoblos 4 (empat) suara sekaligus pada hari pencoblosan pilkada 2024","video viral di grup whatsapp yang memperlihatkan seorang warga lombok, mencoblos 4 (empat) suara sekaligus pada hari pencoblosan pilkada 2024.berdasarkan penelusuran lombokvibes.com, warga yang mencoblos empat surat suara sekaligus itu adalah benar.
kejadian itu terjadi di tempat pemungutan suara (tps) 06, desa krame jati, kecamatan pujut, lombok tengah.
ketua bawaslu lombok tengah, lalu fauzan hadi saat dikonfirmasi membenarkan hal itu. bahwa seorang warga di tps 06 desa krame jati mencoblos empat surat suara sekaligus.
“benar, berdasarkan hasil penelusuran, peristiwa terjadi di desa kerame jati,” ujarnya via whatsapp (27/11/2024).
dia menyebutkan, tidak ada laporan resmi yang masuk ke bawaslu. namun, informasi awal itu telah masuk dan kemudian langsung ditelusuri.
“informasi awal kami terima jam 12 siang, kami akan proses,” ujarnya singkat.",0
"“dosen ugm pak kasmojo yg di akui presiden jokowi sebagi di dosen pembimbingnya, ternyatan pak kasmojo tidak mengakui menjadi dosen pembimbing, pantas tak brani menunjukkan ijazah asli dalam sidang, ternyata bukan alumni ugm.”","sebuah narasi beredar melalui media sosial x. narasi dari akun h4t14k4ln4l42, menuliskan sebuah informasi yang menyebutkan bahwa dosen ugm bernama bapak kasmujo yang diakui oleh jokowi sebagai dosen pembimbingnya, ternyata tidak mengakui jokowi sebagai mahasiswa bimbingannya. informasi ini didapatkan dari keterangan seorang pria paruh baya dalam video yang turut diunggah oleh akun x ini. lalu apakah benar, bapak kasmujo tidak mengakui jokowi sebagai mahasiswa bimbingannya?
setelah melakukan penelusuran lebih lanjut mengenai hal tersebut, ditemukan informasi yang menunjukkan bahwa klaim tersebut ternyata didasari dari kebencian pihak-pihak terhadap sosok presiden ri tersebut.
perlu diketahui, video yang terdapat di dalam unggahan x tersebut merupakan cuplikan wawancara yang dilakukan terhadap perwakilan pihak penggugat dalam perkara perdata phm ijazah palsu jokowi. pria yang terdapat di dalam video diketahui bernama mbah sri samin, ketua paguyuban warga jogja istimewa, yang juga diklaim sebagai sesepuh kesultanan ngayogyakarta. di dalam keterangannya kepada para pewarta, dirinya menyebutkan bahwa kasmojo (yang diklaim jokowi sebagai dosen pembimbing semasa kuliah), telah menandatangani surat pernyataan bahwa dirinya tidak mengenal jokowi ataupun menjadi dosen pembimbing jokowi semasa kuliah.
sementara melansir dari artikel detim.com, kasmujo, dosen di fakultas kehutanan ugm, diketahui benar merupakan dosen pembimbing skripsi jokowi semasa kuliah. hal tersebut berhasil divalidasi setelah kasmujo diwawancari oleh media usai acara di fakultas kehutanan ugm pada selasa (19/7/2017). kasmujo juga turut menceritakan pengalaman membimbing jokowi saat menyusun skripsi di era 80-an.",1
"atas terpasangnya plang pengawasan mengatasnamakan kejaksaan tinggi (kejati) kalimantan timur (kaltim) di proyek pembangunan masjid pemerintah provinsi (pemprov) kaltim di lapangan kini balu, pihak kejati pun angkat bicara. dilansir dari prokal.co dan bontangpost.id, kasi penerangan hukum dan humas kejati kaltim, acin muksin menegaskan, pihaknya tidak memasang plang tersebut dan belum mengeluarkan rekomendasi pengawasan proyek tersebut. “itu yang memasang bukan kami. mereka memang pernah mengajukan permohonan untuk pendampingan atau pengawalan atas proyek tersebut sejak 8 mei lalu. namun rekomendasi belum keluar karena berkas belum lengkap,” jelas acin.","sebuah plang yang berisikan pernyataan bahwa proyek pembangunan masjid milik pemerintah provinsi (pemprov) kalimantan timur (kaltim) telah diawasi oleh kejaksaan tinggi (kejati) kaltim terpasang di lokasi proyek tersebut, yakni lapangan kinibalu. atas terpasangnya plang tersebut, pihak kejati kaltim pun angkat bicara dan memberikan klarifikasi.
dilansir dari prokal.co dan bontangpost.id, kasi penerangan hukum dan humas kejati kaltim, acin muksin menegaskan, pihaknya tidak memasang plang tersebut dan belum mengeluarkan rekomendasi pengawasan proyek tersebut. acin mengaku, pihak pemprov kaltim memang telah mengajukan permohonan pengawasan, hanya saja belum disetujui kejati kaltim.
“itu yang memasang bukan kami. mereka memang pernah mengajukan permohonan untuk pendampingan atau pengawalan atas proyek tersebut sejak 8 mei lalu. namun rekomendasi belum keluar karena berkas belum lengkap,” jelas acin.
acin pun mengatakan, bila ingin mendapatkan rekomendasi maka yang pertama harus dilakukan adalah tertib administrasi dulu. sehingga, ia pun meminta kepada pemprov kaltim untuk melengkapi persyaratan agar mendapatkan legalitas pembangunan masjid di lapangan kinibalu.
“kami tidak akan melakukan pengawalan jika berkasnya belum lengkap. seajuh ini, sudah ada 31 proyek pemprov yang kami lakukan pengawalan di antaranya jembatan kembar dan tol samarinda-balikpapan. kalau proyek di lapangan kinibalu memang belum,” ujarnya.
dengan demikian, acin mengatakan, mengenai plang di lapangan kinibalu bukan tanggung jawab dari pihaknya. perihal penertiban plang tersebut, acin berpendapat, kejati kaltim hanya memiliki wewenang dalam hal yuridis atau persoalan hukum. dengan demikian, penertiban itu menjadi tanggung jawab penertib peraturan daerah (perda).
“kami hanya bisa mengeluarkan rekomendasi mengenai penertiban plang itu. yang berhak menindaknya nanti pihak satpol pp (satuan polisi pamong praja),” pungkasnya.",0
"bupati nduga papua, yarius gwijangge : “saya berterimakasih kepada tni polri karena telah bekerja keras untuk menstabilkan keamanan di nduga. terkait isu keamanan di nduga tidak aman di media sosial itu tidak benar dan hoax,”","“saya berterimakasih kepada tni polri karena telah bekerja keras untuk menstabilkan keamanan di nduga. terkait isu keamanan di nduga tidak aman di media sosial itu tidak benar dan hoax,” tutur bupati nduga yarius gwijangge.
melansir dari sindonews.combupati nduga, yarius gwijangge mengatakan, meskipun ada aksi teror penembakan yang dilakukan kelompok kksb beberapa waktu lalu, namun situasi tetap aman dan terkendali. karena tni polri langsung merespon dengan baik kemudian bertindak sesuai prosedur untuk menjaga keamanan masyarakat nduga.
“saya mengapresiasi kinerja tni/polri dan juga berterima kasih karena telah berhasil menstabilkan keamanan di kabupaten nduga,” tutur bupati nduga, yarius gwijangge.
sementara itu terkait maraknya dengan informasi bahwa situasi di distrik kenyam tidak aman, bupati yarius membantah dengan tegas semua isu tersebut tidak benar dan hoax.
menurut bupati nduga, yarius gwijangge, siapapun dia orangnya, jangan mengomentari soal keamanan di kabupaten nduga kalau belum datangdanmelihat secara langsung apa sebenarnya yang terjadi di kabupaten nduga.
“saya sebagai bupati nduga tidak keluar kemana-mana saya masih tetap berada di nduga dan situasi kami disini aman-aman saja,” ungkap bupati nduga.
bupati nduga, yarius gwijangge mengungkapkan, tni/polri bersama pemerintah kini telah mengambil langkah-langkah persuasif guna menghilangkan rasa trauma masyarakat pascapenembakan dan pembantaian satu keluarga yang dilakukan oleh kksb beberapa waktu.
“harapan kami, para pelaku dalam hal kksb harus segera ditangkap sehingga mereka mempertanggungjawabkan perbuatannya sesuai dengan jalur hukum,” tutur bupati  nduga, yarius gwijangge.
bupati nduga juga mengimbau kepada seluruh asn kabupaten nduga untuk agar segera melaksanakan aktivitas pemerintahan seperti biasanya guna memberikan pelayanan kepada masyarakat.",0
"kesalahan input data form c1 di tps 093 bidara cina, jakarta timur","belum lama ini beredar laporan dari masyarakat berupa screenshot data kpu terkait perhitungan perolehan suara di tps 093 bidara cina, jakarta timur. pada screenshot yang beredar, masyrakat mempertanyakan ketidaksamaan data yang di input oleh kpu di websitenya sistem informasi penghitungan suara (situng) dengan yang ada pada form c1, dimana pada inputan awal paslon 01 unggul dengan peroleh 180 suara, sedangkan paslon 02 mendpatkan 56 suara. hal itu berbeda dengan data form c1 dimana paslon 01 hanya mendapatkan 47 suara, sedangkan paslon 02 mendapatkan 162 suara.
menanggapi hal tersebut, komisioner kpu evi novida malik menjelaskan, situng adalah upaya pihaknya untuk menjadikan pemilu serentak transparan dan siapapun bisa melihat penghitungan suara. apabila ada kesalahan, kpu tak menutup diri untuk melakukan koreksi.
“ini adalah bagian dari transparansi kami sebagai penyelenggara pemilu. setiap orang boleh memberikan masukan bila ada yang tidak pas di entri,” jelas evi kepada merdeka.com, jumat (19/4).
evi pun menegaskan, kesalahan entri kasus di tps 093 di badara cina telah diperbaiki. dalam situng kpu. suara prabowo-sandi kembali seperti di c1 yakni 162. suara jokowi-ma’ruf 47.
“data scan dan upload adalah data sementara, pada penghitungan di tps para saksi dan panwas mendapatkan salinannya juga. pada rekapitulasi di ppk dapat dikoreksi bila ada kesalahan. bila kesalahan input maka kita koreksi input sesuai c1,” tutup dia.",0
"“sepertinya di kabinet prabowo kementerian bumn gak ada ya ? kog yg ada kepala
badan usaha milik negara ? terus nasib komisariat2 giveaway itu amankah ?”","beredar sebuah unggahan melalui media sosial x, dari akun bernama onimeniq74. akun ini diketahui mengunggah sebuah narasi yang menyatakan bahwa nantinya, di dalam kabinet presiden terpilih, prabowo subianto, tidak akan ada kementerian bumn. hal tersebut disampaikan dengan merujuk pada gambar yang turut dilampirkan di dalam unggahan tersebut. gambar tersebut berisi nama-nama beberapa pejabat yang disebut akan mengisi sejumlah kementerian dan lembaga-lembaga di indonesia. di dalam gambar tersebut, terlihat tidak ada sebutan untuk kementerian bumn atau menteri bumn. namun tampaknya diganti dengan sebutan kepala badan usaha milik negara.
lalu, apakah benar, bahwa di dalam kabinet presiden terpilih, prabowo subianto, tidak akan ada kementerian bumn/menteri bumn?
setelah melakukan penelusuran terkait dengan narasi serta gambar yang terdapat di dalam unggahan tersebut, ditemukan informasi yang menunjukkan bahwa unggahan tersebut merupakan bentuk klaim yang tidak dapat divalidasi kebenarannya. melansir dari artikel antaranews.com, sekretaris jenderal partai gerindra, ahmad muzani, menyebut bahwa dirinya tidak dapat membenarkan ataupun membantah susunan kabinet prabowo subianto-gibran rakabuming raka yang beredar di media sosial. hal ini disebutnya sebagai hak prerogatif dari ketua umum partai gerindra, prabowo subianto, selaku presiden terpilih. muzani mengaku belum mengetahui siapa saja figur yang akan masuk dalam kabinet prabowo-gibran.
dalam artikel milik detiknews.com, wakil ketua dpr ri, sufmi dasco ahmad, juga menyebutkan bahwa dirinya tidak dapat memberikan keterangan mengenai nama-nama yang beredar di media sosial tersebut. walaupun di dalam daftar nama tersebut, dasco disebut akan menjabat sebagai sekretaris kabinet.
“ya namanya juga banyak sekali sekarang ini di medsos berseliweran nama-nama menteri. dan ini kita anggap aja sebagai sebuah dinamika dan aspirasi. dan oleh karena itu kami tidak mau mengomentari apalagi kemudian menyampaikan nomenklatur kementerian, atau sudah sejauh mana, karena soal kementerian itu adalah hak prerogatif daripada bapak presiden terpilih, pak prabowo subianto,” kata dasco.
kemudian perihal sebutan menteri bumn yang diganti menjadi kepala badan usaha milik negara, juga tidak dapat ditemukan informasi yang dapat membuktikan kebenaran klaim tersebut. sampai saat ini, bumn masih berstatus sebagai sebuah lembaga kementerian yang membidangi urusan pembinaan badan usaha milik negara, yang dipimpin oleh pejabat yang disebut sebagai menteri bumn.",1
"“untuk aturan itu (penghapusan data registrasi kendaraan) belum kita
operasionalkan. kalau itu diberlakukan, pasti ada peringatan dan sosialisasi
ke masyarakat dulu,” ujar kakorlantas polri irjen refdi andri, selasa (11/12).
“sambil menunggu petunjuk pelaksanaan dari korlantas polri. jadi
masyarakat khususnya warga dki jakarta bisa memanfaatkan bebas denda
administrasi sampai 15 desember 2018 ini,” ujar kasubdit regident ditlantas
polda metro jaya akbp sumardji, senin (10/12).","menanggapi hal tersebut, kakorlantas polri, irjen refdi andri memberikan klarifikasinya. ia mengatakan aturan penghapusan data registrasi kendaraan yang mengakibatkan kendaraan jadi bodong belum diberlakukan.
“dalam uu memang diatur itu, ada namanya nomor registrasi kendaraan, penghapusan nomor registrasi kendaraan bermotor. kendaraan kan ada kewajiban untuk memperbaharui plat nomor kendaraan dan memperpanjang stnk setiap 5 tahun, dan bayar pajak kendaraan tiap tahun. kalau memang stnk habis masa berlakunya kemudian tidak dilakukan registrasi kendaraan, memang dapat dihapuskan. misalnya kendaraan sudah rusak berat, tidak dapat diperbaiki, atau kendaraan bekas kecelakaan dan hancur,” kata irjen refdi, selasa (11/12/2018).
“untuk aturan itu (penghapusan data registrasi kendaraan) belum kita operasionalkan. kalau itu diberlakukan, pasti ada peringatan dan sosialisasi ke masyarakat dulu,” tambahnya.
irjen refdi pun menegaskan, polisi akan memberlakukan aturan tersebut, tapi waktunya belum ditentukan. ia menjamin aturan tersebut akan disosialisasikan terlebih dahulu.
“kapan kami berlakukan, masih kami pertimbangkan. tapi kami mengajak pemilik kendaraan memperpanjang stnk, membayar pajak yang ada. kami masih harus memberi info ke masyarakat lebih luas,” ujarnya.
sebelumnya, kasubdit regident ditlantas polda metro jaya, akbp sumardji juga menerangkan bahwa aturan penghapusan database kendaraan bermotor yang stnk nya mati selama 2 tahun akan diberlakukan, namun belum dapat diputuskan sekarang ini. ia mengajak agar masyarakat, khususnya di dki jakarta untuk memanfaatkan bebas denda administrasi hingga 15 desember 2018.
“sambil menunggu petunjuk pelaksanaan dari korlantas polri.",0
"terb0ngkar dimana kaesang dan istrinya bersembunyi ~ breaking news
breaking news  
ternyata ada di cina?  
dijemput paksa kpk? kaesang dan erina, buka korup istana?","sebuah video bernarasikan kaesang pangarep dan istrinya erina gudono bersembunyi di cina beredar dari channel youtube bernama infotama news pada 8 september 2024.
setelah dilakukan penelusuran, gambar thumbnail yang menampilkan pesawat jet itu mirip dengan gambar yang dimuat dalam artikel ayojakarta.com dengan judul “muncul ke publik setelah polemik dugaan gratifikasi jet pribadi, kaesang pilih bungkam saat diminta klarifikasi”. gambar tersebut dimanipulasi dengan tambahan beberapa gambar berbeda.
narasi yang dibacakan dalam video tersebut bersumber dari artikel tribunnews.com yang berjudul “dicari kpk, keberadaan kaesang masih misterius”. dalam artikel ini membahas tentang keberadaan kaesang pangarep yang masih misterius setelah beberapa waktu lalu kaesang bersama istrinya erina dikabarkan di luar negeri amerika serikat (as).",1
"“partai perubahan. tokoh yang terlibat anies baswedan “novel baswedan *bambang wuayanto sudirman said * rocky gerung tom limbong refly harun “abraham samad “feri amsari “akbar faizal laode basir “faizal assegaf “deny indrayana *putra jaya husin “sahrin hamid guru besar dosen *mahasiswa kaum milenial kaum perempuan gen z profesional muda buruh tani-nelayan ayo rapatkan barisan. selamatkan demokrasi indonesia tanpa oligarki!!!”
“simpatisan pak anis yg ada di seluruh provinsi ingin gabung dgn partai pak anis (partai perubahan) hubungi no. dibawah ini ! :point_down::pray: kalau ragu2 gak usah hubungi. simpatisan pak anis informasi dari ketua relawan nasional partai perubahan yg ingin gabung dan informasi hubungi ke nomor 08571136160”
“bagi yang berkeinginan mendaftar ke dalam partai perubahan, berikut adalah link pendaftaran untuk calon pendiri partai perubahan :

dan bagi yang berkeinginan mendaftar sebagai anggota saja di dalam partai perubahan, berikut di bawah ini adalah linknya.
formulir calon anggota partai perubahan :
","beredar sebuah informasi bahwa terdapat partai baru yang bernama partai perubahan yang menyebutkan beberapa tokoh yang terlibat di antaranya anies baswedan, tom lembong, hingga rocky gerung. beredar juga poster, link pendaftaran, dan informasi donasi yang mengaitkan dengan partai perubahan.
terkait beredarnya informasi tersebut anies baswedan melalui instagramnya telah menegaskan bahwa pihaknya tidak pernah mengedarkan informasi mengenai formulir pendaftaran, qr code, dan nomor rekening terkait dengan partai atau ormas baru yang ia buat. anies juga meminta masyarakat untuk berhati-hati dan kritis dengan informasi yang beredar.
pada 30 agustus 2024, melalui video dengan judul “catatan anies pasca pilpres dan pendaftaran pilkada 2024” yang tersebar di berbagai media sosialnya anies memang pernah menyinggung terkait kemungkinan membuat partai baru, namun anies belum secara tegas akan membuat partai baru tersebut.
akun facebook cang oge kobes pada postingannya juga ikut menghimbau kepada masyarakat bahwa poster-poster yang beredar terkait dengan adanya partai perubahan yang melibatkan anies baswedan tersebut adalah hoaks.",1
